InstructorID,FirstName,LastName,Department,Rank,Email
I2277,زايد,آل عواض,كلية الزراعة,أستاذ مساعد,fal-myd@example.net
I2278,عبد التّواب,الحكير,كلية التربية,أستاذ,mwnsal-wd@example.org
I2279,هيثم,آل عواض,كلية الزراعة,أستاذ,munyrlmhn@example.net
I2280,صدّام,آل بن لافي,كلية التربية,أستاذ,hmd26@example.com
I2281,شعلان,العجلان,كلية الصيدلة,أستاذ مساعد,mutzal-mhmd-bn-ly-bn-jmz@example.org
I2282,سليم,الحكير,كلية التربية,أستاذ,musfb-lkhyl@example.org
I2283,خاشعة,آل خضير,كلية الصيدلة,أستاذ,dfsyl@example.org
I2284,حيدر,حنبولي,كلية الهندسة,محاضر,wjdy85@example.com
I2285,صنديد,المغاولة,كلية الزراعة,أستاذ,shhdljbr@example.org
I2286,وصاف,العجلان,كلية الهندسة,أستاذ مساعد,zhrn24@example.net
I2287,جوريّة,حنبولي,كلية الزراعة,أستاذ مساعد,lshywsf@example.org
I2288,ظافر,آل علي,كلية الزراعة,أستاذ,lqylmlk@example.com
I2289,علاء الدّين,آل بن لافي,كلية الصيدلة,محاضر,hfz93@example.org
I2290,علوان,حنبولي,كلية الزراعة,أستاذ مساعد,thsyn66@example.com
I2291,مقداد,الراشد,كلية الزراعة,أستاذ مساعد,sdym44@example.com
I2292,فتوح,مهنا,كلية الهندسة,محاضر,al-mqtmfyd@example.com
I2293,نظام,آل سلطان,كلية الزراعة,محاضر,mrslal-lskry@example.org
I2294,جالا,آل عايض,كلية الصيدلة,محاضر,vhjr@example.org
I2295,وضّاح,بقشان,كلية الصيدلة,أستاذ مساعد,zhdy69@example.org
I2296,دارين,الخرافي,كلية الصيدلة,أستاذ,hbwb00@example.net
I2297,طريف,آل بن لافي,كلية الصيدلة,محاضر,lqyltwlyn@example.net
I2298,صعب,آل حسين,كلية الهندسة,محاضر,rym99@example.net
I2299,بلماء,مهنا,كلية التربية,أستاذ مساعد,fd21@example.org
I2300,آيات,العقيل,كلية الهندسة,أستاذ,eal-yd@example.net
I2301,مُخيمر,آل حسين,كلية الصيدلة,محاضر,bd-ljbwr06@example.com
I2302,عبدالله,آل بن لافي,كلية الزراعة,أستاذ مساعد,lshykhlwsy@example.org
I2303,صلاح الدّين,الدباغ,كلية التربية,أستاذ مساعد,mwns28@example.com
I2304,زهير,آل سلطان,كلية الزراعة,محاضر,qal-sltn@example.org
I2305,قاسم,الخرافي,كلية الزراعة,محاضر,rfsyl@example.org
I2306,داوود,آل عواض,كلية الزراعة,محاضر,al-sltnsj@example.org
I2307,لفيف,فصيل,كلية الصيدلة,أستاذ,rydal-qsyr@example.com
I2308,مُنجد,آل محمد بن علي بن جماز,كلية التربية,أستاذ,lwrynlshy@example.org
I2309,سعدون,الدباغ,كلية التربية,أستاذ,qlmhn@example.com
I2310,سامر,الحكير,كلية الزراعة,محاضر,nzm06@example.org
I2311,منسي,المهنا,كلية الهندسة,أستاذ مساعد,wsl25@example.com
I2312,حازم,العقيل,كلية الصيدلة,أستاذ,ly11@example.com
I2313,ميثاق,مهنا,كلية الزراعة,أستاذ مساعد,lqylfkhr-ldwyn@example.net
I2314,كافور,الجفالي,كلية الزراعة,محاضر,wthwb34@example.org
I2315,حمّاد,مهنا,كلية الصيدلة,أستاذ مساعد,fbw-dwwd@example.com
I2316,آيات,المهنا,كلية الزراعة,محاضر,clkhrfy@example.org
I2317,زياد,الراشد,كلية الزراعة,أستاذ,jsmal-mqt@example.org
I2318,إلينا,الخرافي,كلية الصيدلة,أستاذ,wljln@example.net
I2319,رحيب,آل عايض,كلية الصيدلة,محاضر,zal-sfwn@example.com
I2320,حنبل,العجلان,كلية الصيدلة,أستاذ,al-mhmd-bn-ly-bn-jmznjy@example.org
I2321,رمزي,آل عواض,كلية الصيدلة,محاضر,al-lskrylwryn@example.net
I2322,عبد العليم,آل سلطان,كلية التربية,أستاذ مساعد,tf16@example.org
I2323,راجي,فصيل,كلية الزراعة,أستاذ مساعد,ldbgryd@example.com
I2324,شافع,آل العسكري,كلية الصيدلة,أستاذ,qlmhydb@example.net
I2325,نور,آل سعود,كلية التربية,محاضر,val-myd@example.net
I2326,حمزة,بن لادن,كلية الزراعة,أستاذ,thral-lshykh@example.org
I2327,زيدان,آل علي,كلية التربية,أستاذ,al-bn-zfrmutb@example.net
I2328,خميس,بن لادن,كلية التربية,أستاذ,al-ydhndy@example.com
I2329,قطز,العليان,كلية الصيدلة,محاضر,al-swdsrj@example.net
I2330,فدائي,حجار,كلية الزراعة,محاضر,nzm82@example.com
I2331,جلاء,مهنا,كلية الصيدلة,محاضر,jlkhrfy@example.org
I2332,نافذ,آل حسين,كلية الزراعة,أستاذ مساعد,klmshwl@example.net
I2333,هيمان,العقيل,كلية الصيدلة,محاضر,kbyrbn-ldn@example.net
I2334,سهوان,آل حسين,كلية الزراعة,أستاذ مساعد,bd-lbqyal-bn-lfy@example.com
I2335,ظهير,آل بن لافي,كلية الصيدلة,محاضر,wbqshn@example.com
I2336,مؤيّد,آل قصير,كلية الصيدلة,أستاذ,elmshwl@example.com
I2337,عبد الغفّار,آل جعفر,كلية الزراعة,أستاذ مساعد,ihnbwly@example.net
I2338,مأمون,حنبولي,كلية الصيدلة,محاضر,al-bn-lfytyd@example.com
I2339,نشوان,آل العسكري,كلية الهندسة,محاضر,hythm67@example.net
I2340,شجاع,العجلان,كلية الصيدلة,أستاذ مساعد,lmhnhsm@example.net
I2341,عبدالرّحمن,الجفالي,كلية التربية,أستاذ,xhjr@example.com
I2342,ناجح,آل عايض,كلية الهندسة,أستاذ,al-mhmd-bn-ly-bn-jmzslh@example.org
I2343,صدر الدّين,آل عواض,كلية الزراعة,أستاذ مساعد,lal-yd@example.org
I2344,خليفة,الجابر,كلية الصيدلة,محاضر,al-lskryqhtn@example.net
I2345,رابح,المشاولة,كلية الزراعة,أستاذ,al-mqtglb@example.org
I2346,طاهر,الراشد,كلية الهندسة,أستاذ,gswnlshy@example.com
I2347,حسنين,آل حسين,كلية التربية,محاضر,njdtbqshn@example.net
I2348,جاسم,آل عايض,كلية التربية,أستاذ مساعد,al-mqtmyl@example.com
I2349,شاطر,آل عطفة,كلية الصيدلة,أستاذ,hbn-ldn@example.com
I2350,ناظم,آل بن لافي,كلية الزراعة,محاضر,lmgwlmurdy@example.com
I2351,عاطف,آل مقطة,كلية الزراعة,محاضر,knwsdh@example.org
I2352,جود,بن لادن,كلية الهندسة,أستاذ,lbw-dwwd@example.org
I2353,عدوي,العليان,كلية الزراعة,أستاذ,slm81@example.net
I2354,لبيب,مهنا,كلية التربية,أستاذ,xlqyl@example.org
I2355,فيصل,الحكير,كلية الزراعة,محاضر,ulshy@example.net
I2356,فتحي,آل معيض,كلية الزراعة,محاضر,shywqal-rfy@example.org
I2357,لتين,الحجار,كلية الصيدلة,أستاذ,lqylmhr@example.com
I2358,صاحب,حنبولي,كلية الهندسة,محاضر,al-qsyrzky@example.org
I2359,ريتال,الجفالي,كلية الهندسة,محاضر,eal-tf@example.org
I2360,معزّ,الراشد,كلية الصيدلة,أستاذ,tmh62@example.org
I2361,سلام,آل بن ظافر,كلية الزراعة,أستاذ,btkr60@example.com
I2362,جوين,آل صفوان,كلية الصيدلة,محاضر,frljfly@example.com
I2363,نوري,الجابر,كلية الصيدلة,محاضر,qnwal-sfwn@example.net
I2364,لؤي,آل علي,كلية الصيدلة,أستاذ مساعد,qhjr@example.com
I2365,تميم,الشايع,كلية الزراعة,أستاذ,slh53@example.com
I2366,ريف,شربتلي,كلية الهندسة,محاضر,sal-lshykh@example.net
I2367,مناف,آل العسكري,كلية الزراعة,أستاذ مساعد,rby68@example.org
I2368,عاقل,آل جعفر,كلية الصيدلة,أستاذ,gswn59@example.org
I2369,مرشد,حجار,كلية التربية,أستاذ مساعد,al-jfrqnw@example.com
I2370,ماذى,آل حسين,كلية التربية,محاضر,ljbrrzy@example.com
I2371,جالا,آل حسين,كلية الصيدلة,محاضر,tlb45@example.com
I2372,لقاء,الحجار,كلية الصيدلة,أستاذ مساعد,nwrs44@example.org
I2373,ريتال,آل عطفة,كلية الصيدلة,أستاذ مساعد,hknw@example.org
I2374,سجا,آل عواض,كلية الزراعة,أستاذ مساعد,al-qsyrsrj-ldwyn@example.org
I2375,ضياء,الشايع,كلية الصيدلة,محاضر,tbbw-dwwd@example.net
I2376,ثقيف,آل الشيخ,كلية الهندسة,محاضر,qsyd73@example.net
I2377,عبد الكريم,آل عواض,كلية الزراعة,أستاذ مساعد,cal-jfr@example.com
I2378,ريتال,حجار,كلية الصيدلة,أستاذ,hjrshywq@example.net
I2379,نغم,آل عواض,كلية التربية,محاضر,lbyb17@example.com
I2380,منيب,آل علي,كلية الصيدلة,محاضر,al-bn-zfrbd-lhlym@example.net
I2381,عبد الصّمد,أبا الخيل,كلية الصيدلة,أستاذ,tlkhrfy@example.net
I2382,لطفي,حجار,كلية الهندسة,أستاذ مساعد,rknw@example.net
I2383,عبدالرّحمن,المغاولة,كلية الزراعة,أستاذ,al-wdkswb@example.org
I2384,طبّاع,كانو,كلية الصيدلة,أستاذ,khldal-mqt@example.org
I2385,ساجي,كانو,كلية الصيدلة,محاضر,jwnknw@example.net
I2386,ناصر,آل قصير,كلية الهندسة,أستاذ,kfwr33@example.org
I2387,مُعتز,المهنا,كلية الصيدلة,أستاذ مساعد,ljlnmwr@example.net
I2388,عمران,الحجار,كلية الزراعة,أستاذ مساعد,mfydal-yd@example.org
I2389,لقاء,العليان,كلية الزراعة,محاضر,rzynfsyl@example.com
I2390,حيدر,المشاولة,كلية الصيدلة,محاضر,rytjlqyl@example.org
I2391,زهران,آل العسكري,كلية الصيدلة,أستاذ مساعد,nfal-bn-zfr@example.net
I2392,عابد,آل قصير,كلية الصيدلة,أستاذ مساعد,mrwn63@example.com
I2393,طيّع,آل خضير,كلية التربية,أستاذ,al-lskrytbw@example.org
I2394,مروان,الدباغ,كلية الزراعة,أستاذ,gyd96@example.com
I2395,يقين,آل رفيع,كلية الزراعة,محاضر,ylmgwl@example.org
I2396,شاطر,أبا الخيل,كلية التربية,أستاذ,al-mhmd-bn-ly-bn-jmzbh@example.net
I2397,عالية,آل صفوان,كلية الصيدلة,أستاذ مساعد,tljfly@example.org
I2398,سرور,آل قصير,كلية الصيدلة,أستاذ,aljln@example.org
I2399,عبّاس,آل علي,كلية التربية,أستاذ,lmhnsm@example.com
I2400,شكري,آل معيض,كلية الزراعة,أستاذ,dryn35@example.net
I2401,أغاريد,أبو داوود,كلية التربية,أستاذ مساعد,ljflytwlyn@example.net
I2402,مهران,آل صفوان,كلية الزراعة,أستاذ مساعد,khyry45@example.net
I2403,نعيم,آل علي,كلية الزراعة,أستاذ,allyn@example.org
I2404,غامد,آل خضير,كلية الهندسة,محاضر,jlylshrbtly@example.net
I2405,نشأت,آل معيض,كلية الصيدلة,أستاذ,sdlhkyr@example.com
I2406,تمام,المغاولة,كلية الهندسة,أستاذ,qal-wd@example.org
I2407,فلاح,آل سعود,كلية الصيدلة,أستاذ مساعد,ial-lshykh@example.org
I2408,صنديد,آل جعفر,كلية الصيدلة,أستاذ,al-mhmd-bn-ly-bn-jmzzglwl@example.com
I2409,يونس,الجفالي,كلية التربية,أستاذ مساعد,ahnbwly@example.net
I2410,سامر,الجابر,كلية الزراعة,أستاذ,tmmshrbtly@example.org
I2411,شكري,آل خضير,كلية الهندسة,أستاذ مساعد,bw-dwwdshml@example.net
I2412,طيّع,آل حسين,كلية الصيدلة,أستاذ مساعد,eknw@example.org
I2413,عاقل,آل العسكري,كلية التربية,أستاذ,zhrn33@example.net
I2414,علاء,آل عايض,كلية الهندسة,محاضر,ufsyl@example.org
I2415,عالم,الحجار,كلية التربية,محاضر,sbrhnbwly@example.org
I2416,جليل,العليان,كلية الصيدلة,أستاذ,al-wdjwdy@example.com
I2417,ثروت,كانو,كلية الصيدلة,أستاذ مساعد,mhmwd62@example.com
I2418,جواهر,الراشد,كلية الزراعة,محاضر,mws82@example.net
I2419,مصعب,آل بن ظافر,كلية الصيدلة,أستاذ مساعد,shmkh80@example.net
I2420,بلقيس,آل محمد بن علي بن جماز,كلية الهندسة,محاضر,hny21@example.net
I2421,علاء,المشاولة,كلية التربية,أستاذ,hydral-jfr@example.net
I2422,روبا,آل العسكري,كلية الزراعة,محاضر,mhrnbw-dwwd@example.org
I2423,عبد الرّشيد,الشايع,كلية التربية,محاضر,nzmal-myd@example.net
I2424,عبد الخالق,آل جعفر,كلية الزراعة,أستاذ مساعد,jal-ly@example.com
I2425,قصي,فصيل,كلية الزراعة,أستاذ مساعد,lmhnbd-llym@example.net
I2426,رامح,كانو,كلية الصيدلة,أستاذ,ysry34@example.org
I2427,حارث,أبو داوود,كلية التربية,محاضر,b-lkhylmqdd@example.com
I2428,ناجح,آل سلطان,كلية الزراعة,أستاذ,myral-lskry@example.net
I2429,طموح,آل العسكري,كلية الزراعة,أستاذ,mmwral-bn-zfr@example.org
I2430,نجدت,العقيل,كلية الزراعة,أستاذ,iljln@example.com
I2431,علاء الدّين,الجابر,كلية الزراعة,أستاذ,njdt63@example.com
I2432,سيف الدّين,مهنا,كلية الصيدلة,أستاذ مساعد,wsfyb-lkhyl@example.com
I2433,عبد القادر,الراشد,كلية الزراعة,أستاذ مساعد,hlhjr@example.net
I2434,ربى,آل سلطان,كلية الصيدلة,أستاذ,blkhrfy@example.net
I2435,ضرغام,آل سلطان,كلية الصيدلة,أستاذ,mhnbtsm@example.org
I2436,شدّاد,آل بن لافي,كلية الزراعة,أستاذ,ial-mqt@example.net
I2437,وجيه,الجفالي,كلية الصيدلة,أستاذ مساعد,mrzwqal-lshykh@example.org
I2438,زيد,الدباغ,كلية الصيدلة,أستاذ مساعد,dlqyl@example.com
I2439,عبد الرّشيد,آل جعفر,كلية الصيدلة,محاضر,btsm68@example.net
I2440,غيداء,آل صفوان,كلية الصيدلة,محاضر,htmljbr@example.org
I2441,خلف,آل قصير,كلية التربية,أستاذ مساعد,bn-ldnrsm@example.net
I2442,نضال,آل علي,كلية الهندسة,أستاذ,hywn71@example.org
I2443,مريم,العليان,كلية الصيدلة,أستاذ,dnhjr@example.com
I2444,سلاف,آل مقطة,كلية الزراعة,أستاذ مساعد,rfh81@example.com
I2445,وفائي,الشايع,كلية التربية,أستاذ مساعد,knwjbr@example.net
I2446,سيف الدّين,آل خضير,كلية الزراعة,أستاذ,msbhal-mhmd-bn-ly-bn-jmz@example.com
I2447,رؤوف,حجار,كلية الزراعة,محاضر,bthj80@example.com
I2448,عصمت,الشايع,كلية الصيدلة,أستاذ مساعد,lwnlmhn@example.com
I2449,طلال,آل معيض,كلية الزراعة,أستاذ مساعد,jal-ly@example.org
I2450,نجوان,آل صفوان,كلية التربية,محاضر,tlb77@example.com
I2451,كاسر,المهنا,كلية الهندسة,أستاذ,ljflykhldwn@example.net
I2452,ظهير,آل عطفة,كلية الصيدلة,أستاذ,lhjrmutwly@example.com
I2453,أناهيد,آل حسين,كلية الصيدلة,محاضر,rwbllyn@example.net
I2454,نجم الدّين,العليان,كلية الزراعة,أستاذ,mal-jfr@example.org
I2455,راجح,آل صفوان,كلية الصيدلة,أستاذ مساعد,fdl21@example.com
I2456,نصري,آل علي,كلية التربية,محاضر,hny08@example.org
I2457,يانع,فصيل,كلية الصيدلة,محاضر,lshybwrn@example.net
I2458,منتصر,حجار,كلية الصيدلة,أستاذ,qbn-ldn@example.net
I2459,جيلان,آل معيض,كلية الصيدلة,أستاذ مساعد,al-khdyrmrtjy@example.net
I2460,شاطر,كانو,كلية الصيدلة,أستاذ,qsyal-tf@example.com
I2461,مرشد,آل معيض,كلية الهندسة,أستاذ,sdqy98@example.net
I2462,صدقي,آل رفيع,كلية الهندسة,أستاذ مساعد,bhr68@example.com
I2463,عبد القهّار,الشايع,كلية الصيدلة,أستاذ مساعد,fsylnswr@example.net
I2464,ناهد,فصيل,كلية الصيدلة,أستاذ مساعد,lhjrhsm@example.com
I2465,صدّام,شربتلي,كلية الزراعة,محاضر,mqdd15@example.org
I2466,أروى,أبو داوود,كلية الزراعة,أستاذ مساعد,al-swdsyd@example.org
I2467,فارع,حنبولي,كلية الزراعة,أستاذ,ryn06@example.org
I2468,فداء,آل علي,كلية الزراعة,أستاذ مساعد,flh44@example.org
I2469,عبد التّواب,الشايع,كلية التربية,محاضر,lkhrfyhmdn@example.net
I2470,موسى,آل معيض,كلية الصيدلة,أستاذ,bwwdllyn@example.net
I2471,عبد العليم,بقشان,كلية الزراعة,أستاذ,bw-dwwdkhmys@example.net
I2472,زيد,كانو,كلية الصيدلة,أستاذ مساعد,lkhrfytwfyq@example.net
I2473,هدى,آل خضير,كلية الزراعة,أستاذ,skh61@example.org
I2474,كايد,آل سلطان,كلية الصيدلة,أستاذ,bqshnbd-lmwl@example.com
I2475,جلال الدّين,كانو,كلية الزراعة,أستاذ مساعد,sknw@example.org
I2476,ثامر,بقشان,كلية الهندسة,أستاذ مساعد,rlrshd@example.org
I2477,بدرالدّجى,الجفالي,كلية الصيدلة,محاضر,nfal-hsyn@example.org
I2478,مرزوق,آل بن لافي,كلية الزراعة,محاضر,twlyn24@example.net
I2479,سهل,المشاولة,كلية الصيدلة,أستاذ,pal-mhmd-bn-ly-bn-jmz@example.com
I2480,جعفر,آل محمد بن علي بن جماز,كلية التربية,محاضر,frhn16@example.com
I2481,هادي,العقيل,كلية الصيدلة,أستاذ,slm50@example.com
I2482,مادلين,آل عايض,كلية الهندسة,أستاذ مساعد,lythlqyl@example.org
I2483,غيداء,العجلان,كلية الزراعة,أستاذ مساعد,alkhrfy@example.org
I2484,شامل,حجار,كلية الصيدلة,أستاذ,ljlnjmn@example.com
I2485,خلف,أبو داوود,كلية الصيدلة,أستاذ مساعد,al-wdsbr@example.org
I2486,آيات,مهنا,كلية الصيدلة,أستاذ مساعد,lmshwlknr@example.net
I2487,عبد الرّحيم,آل سعود,كلية الصيدلة,محاضر,olmgwl@example.com
I2488,عمير,آل رفيع,كلية الهندسة,أستاذ,al-qsyrtmm@example.org
I2489,دعاء,آل العسكري,كلية الزراعة,أستاذ,trf13@example.org
I2490,جمال,آل بن ظافر,كلية الهندسة,أستاذ مساعد,ral-ly@example.com
I2491,ثامر,آل حسين,كلية الزراعة,أستاذ مساعد,lmlmshwl@example.com
I2492,رمزي,الجفالي,كلية الزراعة,محاضر,nsyf41@example.net
I2493,أسرار,آل سلطان,كلية الصيدلة,محاضر,dn46@example.net
I2494,شدّاد,بقشان,كلية الهندسة,أستاذ,trys37@example.net
I2495,لفيف,آل قصير,كلية الزراعة,محاضر,pal-hsyn@example.net
I2496,لقاء,آل جعفر,كلية الزراعة,أستاذ,nbn-ldn@example.com
I2497,رسمي,آل عايض,كلية الهندسة,محاضر,lqylwhyd@example.org
I2498,كاسر,أبا الخيل,كلية الزراعة,محاضر,zkryal-mqt@example.net
I2499,فؤاد,آل خضير,كلية الصيدلة,أستاذ مساعد,khyryal-lshykh@example.com
I2500,حاتم,آل محمد بن علي بن جماز,كلية الصيدلة,محاضر,al-wdqbs@example.net
I2501,جودي,آل سعود,كلية الصيدلة,أستاذ,al-swdshkr@example.org
I2502,حيّان,شربتلي,كلية التربية,محاضر,thqb99@example.net
I2503,تامر,آل رفيع,كلية الزراعة,أستاذ,sljln@example.org
I2504,وريد,المهنا,كلية الزراعة,أستاذ,zydlkhrfy@example.net
I2505,باسمة,بن لادن,كلية التربية,محاضر,frj08@example.net
I2506,ابتهاج,المغاولة,كلية الزراعة,أستاذ مساعد,tlyal-mhmd-bn-ly-bn-jmz@example.com
I2507,ريف,مهنا,كلية الزراعة,محاضر,nwwral-sltn@example.net
I2508,هاجر,آل عطفة,كلية الزراعة,أستاذ مساعد,al-mqtrzyn@example.org
I2509,موفّق,آل معيض,كلية الصيدلة,محاضر,mnswr03@example.com
I2510,دليل,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ,jllal-mqt@example.com
I2511,عبد القادر,العجلان,كلية الصيدلة,محاضر,fllyn@example.org
I2512,مُتيّم,حجار,كلية الزراعة,أستاذ,al-hsynsfyr@example.net
I2513,سجى,الشايع,كلية الزراعة,أستاذ,shhblrshd@example.net
I2514,بوران,آل رفيع,كلية الصيدلة,أستاذ مساعد,srr49@example.com
I2515,حمدي,العجلان,كلية الزراعة,محاضر,bljbr@example.com
I2516,ناهد,آل حسين,كلية الصيدلة,أستاذ مساعد,lmgwlbh@example.net
I2517,فارع,العليان,كلية الزراعة,محاضر,clhjr@example.com
I2518,ضياء,آل خضير,كلية الهندسة,أستاذ,rjal-wd@example.net
I2519,فارع,الجفالي,كلية التربية,أستاذ مساعد,qnw84@example.net
I2520,ريتاج,آل العسكري,كلية الصيدلة,محاضر,mshryal-tf@example.org
I2521,نجدت,آل سلطان,كلية الصيدلة,أستاذ,al-wdmslm@example.org
I2522,مكّي,آل صفوان,كلية الصيدلة,أستاذ مساعد,hjrrshd@example.org
I2523,فادي,أبا الخيل,كلية الزراعة,محاضر,shkr07@example.com
I2524,ميثاق,آل خضير,كلية الصيدلة,محاضر,kshfal-mqt@example.org
I2525,زكريا,بن لادن,كلية الزراعة,أستاذ مساعد,llynshmkh@example.com
I2526,عدنان,آل بن لافي,كلية التربية,أستاذ,nsr-ldwyn54@example.org
I2527,مجاهد,فصيل,كلية الهندسة,أستاذ مساعد,lwly20@example.net
I2528,عزاز,الحكير,كلية الهندسة,أستاذ مساعد,thyral-wd@example.com
I2529,ناظم,الجابر,كلية الزراعة,محاضر,al-swdmd@example.com
I2530,فيصل,آل الشيخ,كلية الصيدلة,أستاذ,zal-mqt@example.org
I2531,رضوان,الحكير,كلية الصيدلة,أستاذ مساعد,al-qsyrmsb@example.com
I2532,رامح,المهنا,كلية الصيدلة,أستاذ,bd-lqhwral-mhmd-bn-ly-bn-jmz@example.net
I2533,مرسال,الخرافي,كلية الصيدلة,أستاذ مساعد,wdwdlhjr@example.org
I2534,عبد القادر,العقيل,كلية الزراعة,أستاذ,fsyldhy@example.org
I2535,فدائي,آل العسكري,كلية الزراعة,محاضر,qal-wd@example.com
I2536,لوليا,المغاولة,كلية الصيدلة,أستاذ,lmhnhny@example.org
I2537,علاء,آل الشيخ,كلية الصيدلة,محاضر,smlmshwl@example.net
I2538,رسمي,آل عطفة,كلية الزراعة,أستاذ مساعد,bd-lrwhmnlmhydb@example.org
I2539,فداء,آل صفوان,كلية الزراعة,أستاذ مساعد,ftkr25@example.net
I2540,جميل,الراشد,كلية الصيدلة,أستاذ,fwzybn-ldn@example.com
I2541,مُتيّم,أبا الخيل,كلية الصيدلة,أستاذ,al-lysrr@example.net
I2542,رمزي,آل بن ظافر,كلية الزراعة,أستاذ مساعد,lhjrbd-lbqy@example.org
I2543,داهي,الدباغ,كلية الصيدلة,محاضر,yhy62@example.com
I2544,رمزي,الجابر,كلية الزراعة,أستاذ,olmhydb@example.com
I2545,رسمي,أبو داوود,كلية الزراعة,أستاذ,fhdlrshd@example.com
I2546,عبد الباري,المهيدب,كلية الصيدلة,أستاذ,ial-rfy@example.com
I2547,شعيب,حجار,كلية التربية,محاضر,al-sfwnthbt@example.org
I2548,حمدي,آل عواض,كلية الزراعة,أستاذ,ldbgsmyr@example.com
I2549,جمان,المغاولة,كلية الزراعة,أستاذ,aal-myd@example.com
I2550,خضر,المشاولة,كلية الزراعة,أستاذ مساعد,val-swd@example.com
I2551,زهدي,آل رفيع,كلية الصيدلة,أستاذ,ollyn@example.org
I2552,دهمان,آل سعود,كلية الزراعة,أستاذ مساعد,ial-bn-lfy@example.org
I2553,شعلان,العقيل,كلية الصيدلة,محاضر,xbw-dwwd@example.com
I2554,طائف,الجفالي,كلية التربية,محاضر,plmhn@example.com
I2555,قنوع,الدباغ,كلية الهندسة,أستاذ,sbrlshy@example.com
I2556,ماذى,آل محمد بن علي بن جماز,كلية التربية,أستاذ مساعد,lqylsmh@example.com
I2557,ريما,أبا الخيل,كلية الصيدلة,محاضر,bd-llym19@example.com
I2558,ضياء الدّين,الحكير,كلية الصيدلة,أستاذ,al-khdyrtj-ldwyn@example.com
I2559,ياسمين,آل سعود,كلية التربية,أستاذ مساعد,al-rfyzyd@example.org
I2560,مُتعب,بقشان,كلية الزراعة,أستاذ,qmhn@example.net
I2561,زغلول,آل حسين,كلية الزراعة,أستاذ مساعد,sdh58@example.com
I2562,جواهر,آل العسكري,كلية الهندسة,محاضر,rwhy05@example.org
I2563,كسّاب,كانو,كلية التربية,أستاذ,b-lkhylmqdm@example.net
I2564,عبد اللطيف,المغاولة,كلية الهندسة,أستاذ,zhrlhjr@example.net
I2565,نادي,الخرافي,كلية التربية,محاضر,zbyrljbr@example.net
I2566,غطفان,المغاولة,كلية الهندسة,محاضر,mrzwq98@example.com
I2567,يسرى,الدباغ,كلية الصيدلة,أستاذ,mal-ly@example.net
I2568,عتاب,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ,al-tfmnf@example.org
I2569,شهد,آل قصير,كلية الزراعة,محاضر,al-sfwnsb@example.com
I2570,تميم,أبا الخيل,كلية الصيدلة,محاضر,kbn-ldn@example.com
I2571,فتوح,المهنا,كلية التربية,أستاذ مساعد,bd-lbqyal-swd@example.org
I2572,عمران,العليان,كلية التربية,أستاذ,al-sfwnsdqy@example.org
I2573,شدّاد,بن لادن,كلية الصيدلة,محاضر,qal-yd@example.org
I2574,مُتوكّل,بن لادن,كلية الصيدلة,أستاذ مساعد,shhyr39@example.com
I2575,سمير,آل علي,كلية التربية,أستاذ مساعد,knwrwhy@example.org
I2576,زيدان,العليان,كلية الزراعة,أستاذ,syf-ldwyn70@example.com
I2577,راشد,الخرافي,كلية التربية,محاضر,llynrb@example.org
I2578,قيس,آل عواض,كلية الزراعة,أستاذ,al-lshykhshywq@example.com
I2579,ليساء,آل الشيخ,كلية الصيدلة,محاضر,ynbqshn@example.org
I2580,بلند,آل سعود,كلية الزراعة,أستاذ,shybal-lshykh@example.net
I2581,شريف,الراشد,كلية الهندسة,أستاذ مساعد,zal-jfr@example.org
I2582,سهل,بن لادن,كلية الصيدلة,أستاذ مساعد,al-ydwjyh@example.com
I2583,غسّان,العجلان,كلية الصيدلة,محاضر,lmhnkhmys@example.org
I2584,أغاريد,آل قصير,كلية الزراعة,محاضر,tj-ldwynlkhrfy@example.com
I2585,ليم,المغاولة,كلية الزراعة,أستاذ مساعد,kldbg@example.net
I2586,جلال الدّين,مهنا,كلية الهندسة,أستاذ,lqal-bn-lfy@example.com
I2587,أسيل,المهنا,كلية الهندسة,أستاذ,l-ldwyn26@example.net
I2588,ميلاء,آل بن لافي,كلية الزراعة,أستاذ مساعد,al-lskryfyq@example.net
I2589,عاكف,المهيدب,كلية الزراعة,محاضر,mutywmbqshn@example.org
I2590,توفيق,مهنا,كلية الصيدلة,محاضر,kzmshrbtly@example.org
I2591,نصوح,آل بن ظافر,كلية الهندسة,محاضر,mwfwq96@example.org
I2592,عبد الشّكور,آل سلطان,كلية الصيدلة,محاضر,knwdymh@example.org
I2593,خيري,آل خضير,كلية الهندسة,أستاذ مساعد,dly93@example.net
I2594,تولين,آل بن ظافر,كلية الهندسة,محاضر,zhyr13@example.org
I2595,وفائي,فصيل,كلية التربية,أستاذ,ayt98@example.net
I2596,جابر,آل حسين,كلية الزراعة,أستاذ,zky66@example.com
I2597,كنار,المهنا,كلية التربية,محاضر,lqylmmtz@example.net
I2598,عاكف,مهنا,كلية الهندسة,محاضر,ifsyl@example.net
I2599,عزمي,المشاولة,كلية التربية,أستاذ,wd30@example.com
I2600,نوال,الخرافي,كلية الصيدلة,أستاذ مساعد,pal-rfy@example.net
I2601,كاظم,آل رفيع,كلية الصيدلة,محاضر,mntsr82@example.com
I2602,هلالي,آل محمد بن علي بن جماز,كلية التربية,أستاذ,fal-bn-zfr@example.com
