StudentID,FirstName,LastName,DateOfBirth,Major,Address,Phone
20252465,عزّ الدّين,آل سلطان,2002-03-01,كلية الصيدلة,المرج,0916844020
20252466,وائل,آل صفوان,2004-08-02,كلية الزراعة,بنغازي,0915466401
20252467,صدّام,المغاولة,2003-05-15,كلية الصيدلة,بنغازي,0917796921
20252468,سلسبيل,آل بن ظافر,2000-02-04,كلية الصيدلة,طرابلس,0914051784
20252469,سعود,المشاولة,2007-08-20,كلية الزراعة,طرابلس,0919187323
20252470,يعقوب,آل بن ظافر,2007-10-23,كلية الصيدلة,المرج,0916549460
20252471,جاسم,المشاولة,1999-04-28,كلية الصيدلة,طرابلس,0912441309
20252472,صلاح,آل رفيع,2001-04-17,كلية الصيدلة,البيضاء,0929320299
20252473,فتحي,أبو داوود,2001-03-21,كلية التربية,المرج,0916920447
20252474,حسام,أبا الخيل,2002-12-13,كلية الزراعة,بنغازي,0927851811
20252475,وفاء,آل عايض,2006-07-03,كلية الصيدلة,المرج,0912175766
20252476,عاقل,آل معيض,2001-03-12,كلية الزراعة,المرج,0924914533
20252477,يمام,حنبولي,2002-11-27,كلية الصيدلة,المرج,0916126158
20252478,سلمان,آل محمد بن علي بن جماز,2003-05-19,كلية الزراعة,طرابلس,0929236585
20252479,مُتولي,آل سلطان,2000-05-08,كلية الصيدلة,بنغازي,0914831399
20252480,عاكف,المهيدب,2005-02-24,كلية الصيدلة,القبة,0929552670
20252481,نوف,مهنا,2000-10-11,كلية التربية,البيضاء,0918676421
20252482,ألين,الحكير,2003-12-22,كلية الهندسة,بنغازي,0918669129
20252483,غيداء,الجفالي,2006-06-12,كلية التربية,بنغازي,0925240616
20252484,حمود,آل الشيخ,2003-01-22,كلية الصيدلة,بنغازي,0919984910
20252485,ظاعن,المهيدب,2007-03-24,كلية الزراعة,القبة,0922625091
20252486,إباء,بن لادن,2007-03-27,كلية التربية,المرج,0928250091
20252487,ترانيم,مهنا,2004-08-09,كلية الهندسة,البيضاء,0926783473
20252488,ميار,آل معيض,2000-03-18,كلية التربية,البيضاء,0929154896
20252489,راشد,آل قصير,2004-01-05,كلية الزراعة,القبة,0929122087
20252490,زاكي,آل خضير,2000-10-31,كلية الزراعة,بنغازي,0925452181
20252491,هيثم,حجار,2004-07-17,كلية الزراعة,طرابلس,0921385137
20252492,صدقي,آل بن ظافر,2006-08-01,كلية الهندسة,المرج,0919045483
20252493,عاكف,آل العسكري,2003-02-10,كلية الهندسة,المرج,0918438478
20252494,شاكر,الراشد,2000-03-04,كلية التربية,البيضاء,0915574937
20252495,غزوان,مهنا,1999-04-24,كلية الزراعة,القبة,0915041589
20252496,عاكف,الجفالي,2004-01-14,كلية التربية,البيضاء,0919082811
20252497,خلدون,العجلان,2003-07-13,كلية الزراعة,القبة,0919722589
20252498,ناصيف,آل محمد بن علي بن جماز,1999-08-22,كلية الزراعة,البيضاء,0927446513
20252499,رحيب,آل عايض,2006-08-29,كلية الصيدلة,البيضاء,0929496224
20252500,وديع,آل سلطان,1999-11-28,كلية الهندسة,طرابلس,0921984583
20252501,عبد الملك,حنبولي,2006-02-11,كلية التربية,بنغازي,0913109160
20252502,فراس,العجلان,2003-10-05,كلية الصيدلة,طرابلس,0911640211
20252503,سلطان,مهنا,2003-05-31,كلية الزراعة,المرج,0917865351
20252504,ماجد,الحجار,2008-03-10,كلية الزراعة,طرابلس,0924289511
20252505,نشوة,آل قصير,2005-04-03,كلية الزراعة,البيضاء,0918644488
20252506,سامح,العجلان,2001-02-21,كلية الزراعة,البيضاء,0924328139
20252507,ظهير,الراشد,2001-12-28,كلية الزراعة,القبة,0926227323
20252508,يانع,آل بن ظافر,2001-01-21,كلية الصيدلة,بنغازي,0914259908
20252509,مُتولي,الشايع,2003-01-22,كلية الصيدلة,طرابلس,0921933148
20252510,سليمان,العليان,2005-03-04,كلية الزراعة,البيضاء,0911803244
20252511,مُرضي,فصيل,2003-11-19,كلية الصيدلة,طرابلس,0916540120
20252512,موفّق,المهيدب,2001-10-27,كلية الهندسة,طرابلس,0916309407
20252513,نبراس,أبا الخيل,2004-01-18,كلية الزراعة,بنغازي,0918909219
20252514,مناف,آل صفوان,2003-10-13,كلية التربية,بنغازي,0921715698
20252515,عبد السّميع,المهيدب,2000-04-07,كلية الهندسة,البيضاء,0914651779
20252516,كرمة,المغاولة,2006-09-13,كلية الزراعة,طرابلس,0926078022
20252517,صبحي,الخرافي,2002-03-28,كلية الصيدلة,المرج,0914527159
20252518,هزار,آل خضير,2001-03-25,كلية التربية,بنغازي,0915473917
20252519,عبد الرّحمن,آل رفيع,2005-11-15,كلية الزراعة,طرابلس,0912851748
20252520,محمود,الحجار,2000-07-05,كلية الصيدلة,بنغازي,0927571528
20252521,ظاعن,العقيل,2001-08-05,كلية التربية,طرابلس,0915188518
20252522,شهم,الحجار,2003-03-12,كلية الزراعة,بنغازي,0925617912
20252523,محسن,آل قصير,2003-04-30,كلية الصيدلة,بنغازي,0918784168
20252524,ريّان,آل العسكري,2001-04-23,كلية الصيدلة,طرابلس,0916230541
20252525,سفيان,العقيل,2000-01-24,كلية الصيدلة,المرج,0928939247
20252526,عبدالرّحمن,الحجار,2005-03-22,كلية الزراعة,البيضاء,0912096474
20252527,لؤي,المهنا,2002-09-01,كلية التربية,بنغازي,0921354845
20252528,شدّاد,المشاولة,2007-12-21,كلية الزراعة,القبة,0929856888
20252529,داهي,أبا الخيل,2001-07-23,كلية الصيدلة,المرج,0927469651
20252530,عبد المحيي,بن لادن,2003-08-28,كلية التربية,البيضاء,0928891812
20252531,جميل,العليان,2006-12-09,كلية التربية,طرابلس,0916895491
20252532,ذريع,فصيل,2005-11-23,كلية الصيدلة,طرابلس,0924077553
20252533,ذريع,الحكير,2002-12-18,كلية التربية,المرج,0929003069
20252534,جوريّة,العليان,2001-09-09,كلية الصيدلة,البيضاء,0927093951
20252535,ضياء,العليان,2006-11-10,كلية الزراعة,بنغازي,0912514537
20252536,فهمي,آل خضير,2002-06-24,كلية الصيدلة,طرابلس,0924456572
20252537,ضاحي,آل عايض,1999-05-09,كلية الهندسة,طرابلس,0916922542
20252538,عزّت,المهيدب,1999-11-21,كلية الصيدلة,البيضاء,0929296076
20252539,تمّام,الحكير,2002-06-16,كلية الهندسة,البيضاء,0915449645
20252540,ظاهر,أبو داوود,2006-05-12,كلية الهندسة,بنغازي,0917290419
20252541,منتصر,آل رفيع,2002-04-12,كلية الزراعة,بنغازي,0918352100
20252542,فاروق,آل عايض,2008-04-06,كلية الزراعة,بنغازي,0919330346
20252543,أسيل,الحكير,2001-10-21,كلية الصيدلة,طرابلس,0917766319
20252544,ذكي,الراشد,2006-08-03,كلية الهندسة,القبة,0918445944
20252545,عبد الشّكور,العليان,2003-05-02,كلية الصيدلة,طرابلس,0919348338
20252546,نافع,حجار,2000-09-28,كلية الزراعة,القبة,0916375829
20252547,ثروت,الحجار,2008-02-10,كلية الهندسة,طرابلس,0915778693
20252548,عرفه,الجفالي,2004-02-28,كلية الصيدلة,البيضاء,0914733651
20252549,خلوصي,آل سلطان,1999-11-02,كلية الصيدلة,القبة,0922235712
20252550,يمام,آل بن لافي,2003-05-04,كلية الزراعة,القبة,0923353774
20252551,راني,الجابر,2002-03-24,كلية الهندسة,بنغازي,0925529561
20252552,أسيل,آل حسين,2004-02-03,كلية الزراعة,بنغازي,0913301758
20252553,خلدون,آل خضير,2000-05-05,كلية الهندسة,طرابلس,0914659843
20252554,زاهر,العليان,2003-12-25,كلية الهندسة,البيضاء,0914077856
20252555,هند,العليان,2002-07-24,كلية الصيدلة,القبة,0921813514
20252556,تمّام,آل عواض,2002-12-28,كلية الزراعة,بنغازي,0917212349
20252557,بيسان,آل رفيع,2001-09-02,كلية الزراعة,القبة,0921809362
20252558,نصري,الخرافي,2001-09-29,كلية التربية,البيضاء,0912323033
20252559,شامخ,حنبولي,2001-09-05,كلية الزراعة,المرج,0923844303
20252560,كامل,آل جعفر,2007-06-30,كلية الصيدلة,طرابلس,0921385813
20252561,ملهم,بن لادن,2007-06-29,كلية الصيدلة,بنغازي,0922640242
20252562,مدحت,آل بن لافي,2001-07-04,كلية التربية,البيضاء,0915025885
20252563,جوين,آل عايض,2001-11-19,كلية الهندسة,طرابلس,0917655572
20252564,لينا,آل معيض,2001-09-17,كلية الهندسة,طرابلس,0911142859
20252565,هاجر,آل بن لافي,2000-05-18,كلية الزراعة,البيضاء,0922017004
20252566,طريف,بقشان,2007-10-30,كلية الصيدلة,المرج,0914537115
20252567,راجي,آل معيض,2007-11-23,كلية التربية,المرج,0912024460
20252568,فردوس,آل العسكري,2008-02-14,كلية الزراعة,القبة,0926671968
20252569,فرات,العقيل,2004-01-03,كلية الصيدلة,البيضاء,0923409889
20252570,نوال,آل الشيخ,2001-09-14,كلية الصيدلة,البيضاء,0918947710
20252571,هند,آل عواض,2005-10-20,كلية الصيدلة,المرج,0918289422
20252572,رائف,آل علي,2003-01-11,كلية الزراعة,القبة,0915362772
20252573,مروان,الحجار,2002-05-31,كلية الزراعة,البيضاء,0917871227
20252574,بيلسان,آل بن ظافر,2007-09-06,كلية الزراعة,القبة,0911023921
20252575,عاكف,آل عواض,1999-06-18,كلية الزراعة,بنغازي,0912278672
20252576,ذكي,شربتلي,2002-12-08,كلية الصيدلة,البيضاء,0925485600
20252577,عاصم,أبا الخيل,1999-09-22,كلية الصيدلة,البيضاء,0929140316
20252578,مرتقي,آل بن لافي,2000-03-25,كلية التربية,بنغازي,0922479110
20252579,جمان,آل علي,2004-06-28,كلية الصيدلة,طرابلس,0912798006
20252580,غيداء,كانو,2001-12-24,كلية الزراعة,طرابلس,0928693162
20252581,مهنّد,آل بن لافي,2008-01-22,كلية الصيدلة,القبة,0914896849
20252582,إباء,الحكير,1999-10-02,كلية التربية,القبة,0925380854
20252583,ديسم,الجفالي,2000-06-04,كلية الزراعة,المرج,0912435634
20252584,كافور,حجار,2003-01-13,كلية الزراعة,بنغازي,0919514264
20252585,حنفي,الجابر,2004-02-14,كلية الزراعة,القبة,0921115046
20252586,عبد الغني,الحجار,2002-11-22,كلية الزراعة,بنغازي,0929664399
20252587,ناظم,آل مقطة,2002-04-02,كلية التربية,البيضاء,0913242842
20252588,سائد,آل رفيع,2001-04-29,كلية الصيدلة,البيضاء,0923042187
20252589,تولين,الجابر,2004-06-18,كلية الزراعة,البيضاء,0925050643
20252590,ودود,مهنا,2007-04-01,كلية الهندسة,البيضاء,0915552427
20252591,جوليا,آل جعفر,2001-06-22,كلية الزراعة,القبة,0919812014
20252592,منتصر,آل صفوان,2006-10-01,كلية الزراعة,طرابلس,0915366658
20252593,ميسون,آل عطفة,1999-10-11,كلية الزراعة,القبة,0924749402
20252594,نديم,العقيل,2002-07-31,كلية الهندسة,المرج,0914975082
20252595,مخلص,آل علي,2006-10-04,كلية الصيدلة,القبة,0912016497
20252596,عزمي,الحكير,2001-05-25,كلية الزراعة,البيضاء,0919076144
20252597,سهل,آل بن ظافر,2005-02-27,كلية الصيدلة,البيضاء,0927378822
20252598,فيصل,شربتلي,1999-11-21,كلية الصيدلة,القبة,0921817784
20252599,ترانيم,المغاولة,2000-01-14,كلية الزراعة,بنغازي,0917563585
20252600,ثامر,مهنا,2003-07-17,كلية الزراعة,المرج,0919934179
20252601,هاجر,آل مقطة,2001-05-20,كلية الصيدلة,طرابلس,0922850045
20252602,شافع,شربتلي,2006-07-25,كلية الهندسة,المرج,0916464419
20252603,صامد,آل علي,2006-02-16,كلية التربية,البيضاء,0927409596
20252604,مروان,العقيل,2005-11-01,كلية الصيدلة,المرج,0926555031
20252605,عبد القدّوس,حنبولي,2001-07-14,كلية التربية,طرابلس,0913323750
20252606,ثائر,آل العسكري,2006-04-02,كلية الصيدلة,طرابلس,0927950526
20252607,طالب,آل حسين,2004-01-07,كلية التربية,البيضاء,0912947244
20252608,حسني,الحجار,2001-08-27,كلية الصيدلة,القبة,0924821309
20252609,علّام,الدباغ,2001-01-24,كلية الصيدلة,بنغازي,0915128713
20252610,يزيد,شربتلي,2006-09-28,كلية التربية,المرج,0926182485
20252611,محمود,آل خضير,2005-02-22,كلية الزراعة,طرابلس,0917992849
20252612,نزار,مهنا,2006-01-19,كلية الزراعة,البيضاء,0912004604
20252613,ناصر,الجفالي,2002-05-11,كلية الهندسة,المرج,0929022591
20252614,جوان,العقيل,2003-02-15,كلية الزراعة,البيضاء,0927257936
20252615,شدّاد,العقيل,2004-12-16,كلية الزراعة,القبة,0912646133
20252616,قطز,آل الشيخ,2004-10-05,كلية الصيدلة,طرابلس,0916974011
20252617,صالح,آل جعفر,2001-03-25,كلية الهندسة,طرابلس,0923209594
20252618,سليم,أبا الخيل,1999-06-18,كلية الزراعة,طرابلس,0914925248
20252619,ظبي,الجابر,2005-04-14,كلية الصيدلة,المرج,0916385339
20252620,سلمان,المهنا,2006-09-09,كلية الصيدلة,القبة,0911107538
20252621,لاما,آل قصير,1999-11-13,كلية الصيدلة,المرج,0922303896
20252622,سرور,كانو,2002-06-15,كلية الزراعة,المرج,0918292793
20252623,عتيق,المهيدب,1999-12-07,كلية الصيدلة,بنغازي,0916118836
20252624,علاء الدّين,الراشد,2007-12-11,كلية الصيدلة,القبة,0914052777
20252625,ميرال,آل قصير,1999-05-04,كلية الزراعة,القبة,0913920139
20252626,راني,آل عواض,1999-08-07,كلية التربية,البيضاء,0916981400
20252627,علم الدّين,آل عواض,2002-04-22,كلية الزراعة,القبة,0929899159
20252628,فرات,بن لادن,2007-05-23,كلية التربية,القبة,0915474376
20252629,حليم,المهيدب,2005-02-12,كلية التربية,البيضاء,0919118012
20252630,إباء,آل علي,2001-06-15,كلية الزراعة,بنغازي,0921030080
20252631,يمام,آل سلطان,2002-08-22,كلية الصيدلة,البيضاء,0921055678
20252632,يزيد,آل عايض,2002-09-16,كلية الزراعة,القبة,0917914308
20252633,مختار,المهيدب,2005-03-12,كلية الصيدلة,بنغازي,0923788334
20252634,ودود,الجفالي,2007-07-28,كلية الزراعة,القبة,0924455225
20252635,عاصم,كانو,2004-11-24,كلية التربية,طرابلس,0913213565
20252636,طائل,حنبولي,2005-12-14,كلية الهندسة,القبة,0924608322
20252637,ريتاج,آل بن لافي,2001-12-30,كلية الزراعة,بنغازي,0913211079
20252638,غالب,فصيل,2000-04-16,كلية الصيدلة,القبة,0925841768
20252639,ماذى,العجلان,2007-06-09,كلية التربية,المرج,0913564501
20252640,هدى,آل سلطان,2006-07-25,كلية الصيدلة,البيضاء,0916129402
20252641,جاد,المغاولة,1999-05-21,كلية الزراعة,القبة,0919921114
20252642,عبد الملك,المهنا,2001-12-14,كلية التربية,المرج,0916993052
20252643,صامد,آل عواض,2004-08-23,كلية التربية,البيضاء,0921770704
20252644,نضال,المهيدب,2001-01-01,كلية التربية,المرج,0912583736
20252645,هلالي,المشاولة,2003-08-07,كلية الصيدلة,بنغازي,0925001788
20252646,راغب,آل بن لافي,2000-03-02,كلية الزراعة,بنغازي,0924964360
20252647,عبد القهّار,العليان,1999-09-23,كلية الزراعة,البيضاء,0917974451
20252648,عبد القهّار,آل جعفر,2000-04-27,كلية التربية,القبة,0916221856
20252649,مشرف,كانو,2002-08-16,كلية الزراعة,القبة,0913194532
20252650,طبّاع,حنبولي,2006-09-13,كلية الزراعة,بنغازي,0919818343
20252651,هند,آل الشيخ,2004-07-14,كلية الهندسة,القبة,0923470062
20252652,وريد,حنبولي,2003-04-08,كلية الصيدلة,طرابلس,0911675880
20252653,مالك,فصيل,2007-10-07,كلية التربية,القبة,0917871594
20252654,افتكار,آل العسكري,1999-08-08,كلية التربية,المرج,0912198633
20252655,غازي,آل عطفة,2003-02-12,كلية الزراعة,المرج,0922585755
20252656,ابتهاج,المهنا,2005-06-25,كلية الصيدلة,القبة,0911392905
20252657,ميرال,آل مقطة,2005-08-26,كلية الزراعة,المرج,0928948287
20252658,باهرة,فصيل,2008-03-10,كلية الزراعة,القبة,0915732155
20252659,سالم,الدباغ,2006-02-10,كلية التربية,البيضاء,0929645488
20252660,نوح,آل بن ظافر,2002-08-12,كلية الزراعة,البيضاء,0918841996
20252661,حيدر,آل العسكري,1999-08-08,كلية الهندسة,البيضاء,0923471072
20252662,طه,الحكير,2005-04-11,كلية الهندسة,بنغازي,0929990127
20252663,رجب,آل محمد بن علي بن جماز,2002-10-11,كلية الهندسة,طرابلس,0916812419
20252664,مصباح,آل مقطة,2001-03-07,كلية الصيدلة,البيضاء,0916227492
20252665,مُخيمر,المهيدب,2003-01-22,كلية الزراعة,القبة,0911851799
20252666,سلطان,آل سلطان,1999-05-18,كلية الزراعة,القبة,0923894666
20252667,بيلسان,آل سلطان,2005-06-16,كلية الزراعة,المرج,0914726498
20252668,صالح,العقيل,2000-08-23,كلية الصيدلة,المرج,0923552327
20252669,مُعتز,أبا الخيل,1999-05-26,كلية الصيدلة,طرابلس,0919207264
20252670,ناصر,شربتلي,2006-04-02,كلية الصيدلة,البيضاء,0916280432
20252671,سائد,حجار,2006-08-25,كلية التربية,القبة,0925555444
20252672,كامل,أبا الخيل,1999-09-11,كلية الهندسة,البيضاء,0912182601
20252673,فتحي,آل سعود,2002-07-30,كلية الهندسة,طرابلس,0915771209
20252674,هايدي,مهنا,2001-01-03,كلية الصيدلة,بنغازي,0921188601
20252675,لفيف,آل عواض,2000-05-14,كلية الهندسة,القبة,0918220460
20252676,عتيق,المهنا,2006-08-20,كلية الهندسة,البيضاء,0912993604
20252677,ميّاد,أبو داوود,2002-09-25,كلية الصيدلة,بنغازي,0913218618
20252678,ناضر,مهنا,2001-07-19,كلية الهندسة,القبة,0925970894
20252679,أحلام,أبا الخيل,2000-04-30,كلية الصيدلة,بنغازي,0924133844
20252680,نشأت,آل بن لافي,2000-06-22,كلية الصيدلة,القبة,0916588281
20252681,وثّاب,آل بن لافي,2007-05-03,كلية التربية,المرج,0925001668
20252682,هزار,مهنا,2000-03-09,كلية الصيدلة,بنغازي,0921197305
20252683,شبيب,بن لادن,1999-04-22,كلية التربية,المرج,0922982688
20252684,قاسم,حجار,2001-05-13,كلية الزراعة,المرج,0919132090
20252685,سعدون,فصيل,2001-05-21,كلية التربية,البيضاء,0924989225
20252686,ديسم,كانو,2006-05-23,كلية الزراعة,طرابلس,0921220482
20252687,مرادي,آل صفوان,1999-08-15,كلية التربية,البيضاء,0926353914
20252688,تالا,آل قصير,2005-10-17,كلية الصيدلة,طرابلس,0912099722
20252689,يعقوب,آل رفيع,2000-03-04,كلية الهندسة,القبة,0915529579
20252690,زياد,آل مقطة,1999-07-16,كلية الصيدلة,البيضاء,0916579219
20252691,هنادي,فصيل,2006-09-27,كلية الصيدلة,طرابلس,0916781822
20252692,حليم,الخرافي,1999-08-09,كلية التربية,طرابلس,0929320901
20252693,جاسم,مهنا,2006-04-07,كلية الزراعة,المرج,0929117366
20252694,وحيد,حجار,2002-10-19,كلية التربية,طرابلس,0921612948
20252695,نافذ,آل رفيع,2007-12-11,كلية الزراعة,طرابلس,0921497230
20252696,رشاد,آل محمد بن علي بن جماز,2004-03-07,كلية الصيدلة,المرج,0924590132
20252697,لبيب,آل حسين,2001-01-04,كلية الزراعة,المرج,0915645863
20252698,سديم,آل سعود,1999-08-11,كلية الصيدلة,القبة,0917462704
20252699,كافور,بقشان,2002-05-11,كلية الصيدلة,القبة,0923347403
20252700,هدى,الجفالي,2002-04-30,كلية الصيدلة,المرج,0923677591
20252701,ريتال,الجابر,1999-08-12,كلية الصيدلة,البيضاء,0922042197
20252702,ربيع,الجابر,2006-11-30,كلية الزراعة,طرابلس,0921390103
20252703,إخلاص,آل صفوان,2007-08-08,كلية الصيدلة,المرج,0929338703
20252704,مَجدي,المهيدب,2001-08-21,كلية الصيدلة,بنغازي,0914748988
20252705,مجد,الحجار,2005-10-04,كلية الزراعة,طرابلس,0928527822
20252706,هادي,حنبولي,2004-05-31,كلية التربية,القبة,0913101848
20252707,فيّاض,كانو,2006-03-01,كلية الزراعة,طرابلس,0924519322
20252708,خاطر,آل معيض,2000-08-25,كلية الهندسة,طرابلس,0915727454
20252709,نصر,الخرافي,2007-12-10,كلية الصيدلة,بنغازي,0917495640
20252710,لفيف,آل بن ظافر,2000-09-25,كلية الصيدلة,القبة,0922970452
20252711,علي,آل معيض,2001-09-05,كلية الهندسة,القبة,0918324935
20252712,تاج,أبا الخيل,1999-10-29,كلية الصيدلة,القبة,0925213719
20252713,شيّق,العقيل,2007-06-07,كلية الزراعة,القبة,0924041515
20252714,دعاء,آل علي,2002-08-11,كلية الصيدلة,المرج,0926007102
20252715,نوف,آل بن ظافر,2007-11-05,كلية الزراعة,طرابلس,0912178800
20252716,رحيب,آل بن ظافر,2000-06-08,كلية الصيدلة,بنغازي,0922377314
20252717,نوف,العجلان,2003-05-06,كلية الصيدلة,طرابلس,0928774073
20252718,هيكل,الحكير,2007-03-30,كلية الزراعة,القبة,0911101294
20252719,عطاء,آل بن لافي,2001-03-13,كلية التربية,القبة,0914600551
20252720,رازي,آل محمد بن علي بن جماز,2001-05-20,كلية التربية,طرابلس,0913190370
20252721,رضوان,آل حسين,2007-01-29,كلية الزراعة,القبة,0924846405
20252722,مظهر,شربتلي,2003-11-26,كلية الزراعة,بنغازي,0917821926
20252723,عبد الإله,مهنا,2000-12-29,كلية الصيدلة,المرج,0919245660
20252724,عابد,العقيل,2007-11-20,كلية الزراعة,طرابلس,0913790788
20252725,شعيب,آل معيض,2000-09-25,كلية الصيدلة,بنغازي,0913606451
20252726,همام,الحجار,2007-11-21,كلية التربية,البيضاء,0915494143
20252727,رؤوف,شربتلي,2007-06-30,كلية التربية,البيضاء,0919275251
20252728,تالا,آل مقطة,2004-03-03,كلية التربية,البيضاء,0925979174
20252729,دعاء,آل عطفة,1999-10-20,كلية الزراعة,بنغازي,0913796208
20252730,سراج,آل عواض,2002-01-20,كلية الزراعة,بنغازي,0913216530
20252731,ناصيف,الدباغ,2000-08-18,كلية التربية,طرابلس,0918002163
20252732,صلاح الدّين,آل محمد بن علي بن جماز,2005-07-11,كلية الصيدلة,بنغازي,0917391335
20252733,عبّود,آل معيض,2002-06-25,كلية الزراعة,البيضاء,0927957657
20252734,نضال,آل بن لافي,2001-10-18,كلية الصيدلة,المرج,0924268989
20252735,فخري,حجار,1999-05-12,كلية الزراعة,طرابلس,0925708503
20252736,رشدي,فصيل,2006-12-20,كلية الصيدلة,بنغازي,0914984374
20252737,دارين,آل بن لافي,2001-10-19,كلية التربية,بنغازي,0929250134
20252738,زيد,آل الشيخ,2003-11-16,كلية الصيدلة,القبة,0925647268
20252739,ابتسام,أبو داوود,2000-03-08,كلية التربية,البيضاء,0926746930
20252740,جوريّة,شربتلي,2002-03-07,كلية الصيدلة,القبة,0913718952
20252741,نادي,الدباغ,2000-11-18,كلية الصيدلة,القبة,0927498833
20252742,مصطفى,الخرافي,2007-01-13,كلية الزراعة,البيضاء,0924218788
20252743,زاكي,أبو داوود,1999-04-12,كلية التربية,المرج,0916009916
20252744,عزمي,آل بن لافي,1999-05-23,كلية الزراعة,القبة,0928054561
20252745,نشوان,أبو داوود,2008-02-26,كلية الصيدلة,طرابلس,0925259228
20252746,ربى,آل عطفة,2000-04-06,كلية الزراعة,البيضاء,0911917990
20252747,فهمي,آل قصير,2002-02-23,كلية الهندسة,القبة,0926778665
20252748,غامد,المغاولة,2005-06-20,كلية الزراعة,المرج,0927756952
20252749,مرعي,آل حسين,2005-12-13,كلية الصيدلة,المرج,0919867873
20252750,هاجر,فصيل,2000-12-29,كلية الصيدلة,المرج,0913918490
20252751,نجوان,الجفالي,2002-06-17,كلية الزراعة,القبة,0922302026
20252752,ثاقب,آل سلطان,2004-12-07,كلية الزراعة,طرابلس,0916305803
20252753,طاهر,الراشد,2003-09-22,كلية الصيدلة,البيضاء,0915032431
20252754,سجا,آل بن ظافر,2002-01-29,كلية الصيدلة,طرابلس,0929690926
20252755,جوليا,الجابر,2001-05-29,كلية الصيدلة,المرج,0912039668
20252756,ألين,الخرافي,2001-12-11,كلية التربية,البيضاء,0918454748
20252757,نسيب,الجابر,2004-12-26,كلية الزراعة,بنغازي,0929873985
20252758,فضل,أبو داوود,1999-10-26,كلية الزراعة,البيضاء,0916939685
20252759,علم الدّين,العقيل,2001-08-28,كلية الهندسة,القبة,0922406175
20252760,مطاوع,فصيل,2007-08-22,كلية الصيدلة,القبة,0924085682
20252761,مُرسي,الحكير,2005-02-12,كلية التربية,بنغازي,0912363207
20252762,عرفه,آل محمد بن علي بن جماز,2007-10-01,كلية التربية,القبة,0917163516
20252763,تقيّ الدّين,الراشد,2007-05-08,كلية الصيدلة,البيضاء,0911897891
20252764,معمّر,بن لادن,2000-08-28,كلية الزراعة,البيضاء,0912403427
20252765,عبد الإله,حجار,2001-01-13,كلية الزراعة,بنغازي,0912844109
20252766,سنان,الحجار,2002-09-23,كلية الهندسة,البيضاء,0919880057
20252767,محسن,آل عواض,2003-07-12,كلية الصيدلة,المرج,0921825330
20252768,جلنار,العليان,2005-08-11,كلية الزراعة,طرابلس,0927325848
20252769,ظاعن,العليان,2000-06-26,كلية الصيدلة,المرج,0929102649
20252770,ساجد,شربتلي,2004-06-04,كلية الصيدلة,البيضاء,0923461455
20252771,مناف,آل عطفة,1999-09-17,كلية الهندسة,بنغازي,0915350382
20252772,مزهر,آل سعود,2003-01-18,كلية الهندسة,بنغازي,0929185918
20252773,هاشم,العقيل,2004-06-13,كلية الصيدلة,المرج,0928337835
20252774,تولين,آل رفيع,1999-06-18,كلية الصيدلة,المرج,0914297086
20252775,جوريّة,مهنا,2002-03-24,كلية الزراعة,البيضاء,0929411268
20252776,طبّاع,شربتلي,2003-12-15,كلية الصيدلة,طرابلس,0922695712
20252777,راتب,الشايع,2007-09-02,كلية التربية,المرج,0922496105
20252778,مهنّد,آل رفيع,2007-03-16,كلية الصيدلة,طرابلس,0911892900
20252779,هايدي,آل سعود,2006-10-23,كلية الهندسة,بنغازي,0926285519
20252780,أفراح,آل جعفر,2003-05-12,كلية الصيدلة,بنغازي,0924349142
20252781,زكية,آل عطفة,2005-10-25,كلية الهندسة,القبة,0915418034
20252782,مخلص,آل عواض,2003-06-23,كلية التربية,القبة,0911082236
20252783,لانا,آل خضير,1999-09-29,كلية الهندسة,القبة,0911287276
20252784,جلنار,فصيل,2003-09-17,كلية الصيدلة,المرج,0926347873
20252785,بلقيس,آل سعود,2000-11-30,كلية التربية,طرابلس,0913982558
20252786,نجدت,آل خضير,2006-12-23,كلية الصيدلة,البيضاء,0914373563
20252787,وليف,العقيل,2006-10-22,كلية الصيدلة,بنغازي,0915737706
20252788,مهران,حنبولي,2004-05-25,كلية الزراعة,القبة,0915619396
20252789,شعلان,بقشان,2003-03-10,كلية الصيدلة,طرابلس,0919142462
20252790,معن,فصيل,2004-03-11,كلية الهندسة,بنغازي,0928248316
20252791,لتين,المهيدب,2005-04-13,كلية الزراعة,بنغازي,0929358994
20252792,فوزي,الدباغ,2002-11-28,كلية التربية,المرج,0921105194
20252793,وسام,أبا الخيل,2004-11-21,كلية التربية,طرابلس,0926413208
20252794,عارف,العليان,2005-07-02,كلية الزراعة,بنغازي,0926354969
20252795,عبد القدّوس,العقيل,2000-12-11,كلية الهندسة,البيضاء,0912469652
20252796,بلسم,العقيل,2006-07-21,كلية الصيدلة,القبة,0916581901
20252797,لطفي,آل عواض,2000-02-08,كلية الصيدلة,القبة,0922711429
20252798,رابح,الراشد,2005-04-21,كلية التربية,طرابلس,0923429195
20252799,سمير,حنبولي,2004-08-28,كلية الزراعة,القبة,0929742265
20252800,إلينا,الحجار,2003-06-25,كلية الزراعة,القبة,0911823458
20252801,ناجح,آل عواض,2007-02-06,كلية الصيدلة,المرج,0929296874
20252802,ناجح,الحكير,2005-10-02,كلية الزراعة,البيضاء,0918197517
